bichoice,range,home_chg,work_chg,town,highway,gender,state,Region,education,employment,hsincome,hsize,housit,residence,all_cars,ev_cars,home_parking,home_evse,work_parking,work_evse,buycar,zipcode,dmileage,long_dist,Age_category,RUCA
1,3,2,1,3,1,0,Florida,2,1,2,1,5,1,1,1,0,6,2,1,2,2,32759,30,0,3,1
1,4,2,3,3,3,0,Florida,2,1,2,1,5,1,1,1,0,6,2,1,2,2,32759,30,0,3,1
1,2,20,0,1,4,0,Florida,2,1,2,1,5,1,1,1,0,6,2,1,2,2,32759,30,0,3,1
1,1,0,20,4,4,0,Florida,2,1,2,1,5,1,1,1,0,6,2,1,2,2,32759,30,0,3,1
1,4,1,5,1,2,0,Florida,2,1,2,1,5,1,1,1,0,6,2,1,2,2,32759,30,0,3,1
1,4,5,3,3,1,0,Florida,2,3,1,1,3,2,1,1,0,3,2,2,2,2,32771,30,2,1,1
1,3,5,10,1,3,0,Florida,2,3,1,1,3,2,1,1,0,3,2,2,2,2,32771,30,2,1,1
1,3,20,5,1,4,0,Florida,2,3,1,1,3,2,1,1,0,3,2,2,2,2,32771,30,2,1,1
0,3,5,20,4,1,0,Florida,2,3,1,1,3,2,1,1,0,3,2,2,2,2,32771,30,2,1,1
0,1,20,20,3,3,0,Florida,2,3,1,1,3,2,1,1,0,3,2,2,2,2,32771,30,2,1,1
1,2,10,5,3,4,0,Florida,2,3,1,1,3,2,1,1,0,3,2,2,2,2,32771,30,2,1,1
1,2,3,10,3,3,0,Florida,2,3,1,1,2,2,3,1,0,5,2,2,2,2,32789,10,0,3,1
